"YEAR","Seas","Flt","Gender","Part","Ageerr","Lbin_lo","Lbin_hi","NUMTOWS","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"1995","2","MOBILEOTHER","0","0","1","22","22","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","2","MOBILEOTHER","0","0","1","22","22","58","0","0","126","1","0","0","0","0","0","0","0","0","0","0","0"
"2000","2","MOBILEOTHER","0","0","1","22","22","17","0","6","7","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","2","MOBILEOTHER","0","0","1","22","22","16","0","1","32","3","0","0","0","0","0","0","0","0","0","0","0"
"2009","2","MOBILEOTHER","0","0","1","22","22","15","0","0","9","3","0","0","0","0","0","0","0","0","0","0","0"
"2014","1","MOBILEOTHER","0","0","1","22","22","45","0","0","93","50","1","0","0","0","0","0","0","0","0","0","0"
"2016","1","MOBILEOTHER","0","0","1","22","22","30","0","0","8","28","1","0","0","0","0","0","0","0","0","0","0"
"2015","1","MOBILEOTHER","0","0","1","22","22","39","0","0","12","69","2","0","0","0","0","0","0","0","0","0","0"
"2012","1","MOBILEOTHER","0","0","1","22","22","49","0","0","1","166","23","0","0","0","0","0","0","0","0","0","0"
"2013","1","MOBILEOTHER","0","0","1","22","22","58","0","0","13","43","110","8","0","0","0","0","0","0","0","0","0"
"2010","1","MOBILEOTHER","0","0","1","22","22","44","0","0","30","61","1","0","0","0","0","0","0","0","0","0","0"
"2011","1","MOBILEOTHER","0","0","1","22","22","38","0","0","13","43","4","0","0","0","0","0","0","0","0","0","0"
"1977","1","MOBILEOTHER","0","0","1","22","22","21","0","0","120","77","0","0","0","0","0","0","0","0","0","0","0"
"1976","1","MOBILEOTHER","0","0","1","22","22","13","0","0","527","18","0","0","0","0","0","0","0","0","0","0","0"
"1981","1","MOBILEOTHER","0","0","1","22","22","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1993","1","MOBILEOTHER","0","0","1","22","22","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"1974","1","MOBILEOTHER","0","0","1","22","22","27","0","3","486","142","0","0","0","0","0","0","0","0","0","0","0"
"2006","1","MOBILEOTHER","0","0","1","22","22","67","0","0","2","126","4","0","0","0","0","0","0","0","0","0","0"
"1969","1","MOBILEOTHER","0","0","1","22","22","3","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0"
"1970","1","MOBILEOTHER","0","0","1","22","22","8","0","0","96","15","0","0","0","0","0","0","0","0","0","0","0"
"1985","1","MOBILEOTHER","0","0","1","22","22","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1975","1","MOBILEOTHER","0","0","1","22","22","35","0","144","422","52","0","0","0","0","0","0","0","0","0","0","0"
"1967","1","MOBILEOTHER","0","0","1","22","22","12","0","0","34","474","0","0","0","0","0","0","0","0","0","0","0"
"1971","1","MOBILEOTHER","0","0","1","22","22","32","0","0","475","158","0","0","0","0","0","0","0","0","0","0","0"
"1972","1","MOBILEOTHER","0","0","1","22","22","16","0","0","169","44","1","0","0","0","0","0","0","0","0","0","0"
"1979","1","MOBILEOTHER","0","0","1","22","22","3","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","1","MOBILEOTHER","0","0","1","22","22","2","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0"
"1973","1","MOBILEOTHER","0","0","1","22","22","14","0","0","1498","531","0","0","0","0","0","0","0","0","0","0","0"
"2003","1","MOBILEOTHER","0","0","1","22","22","34","0","0","13","21","0","0","0","0","0","0","0","0","0","0","0"
"1978","1","MOBILEOTHER","0","0","1","22","22","11","0","0","26","2","0","0","0","0","0","0","0","0","0","0","0"
"2005","1","MOBILEOTHER","0","0","1","22","22","42","0","0","7","54","0","0","0","0","0","0","0","0","0","0","0"
"2007","1","MOBILEOTHER","0","0","1","22","22","47","0","0","21","58","4","0","0","0","0","0","0","0","0","0","0"
"2004","1","MOBILEOTHER","0","0","1","22","22","37","0","0","24","34","0","0","0","0","0","0","0","0","0","0","0"
"1999","1","MOBILEOTHER","0","0","1","22","22","23","0","0","2","24","3","0","0","0","0","0","0","0","0","0","0"
"1998","1","MOBILEOTHER","0","0","1","22","22","44","0","0","11","79","1","0","0","0","0","0","0","0","0","0","0"
"1994","1","MOBILEOTHER","0","0","1","22","22","8","0","0","0","22","3","0","0","0","0","0","0","0","0","0","0"
"2002","1","MOBILEOTHER","0","0","1","22","22","23","0","0","4","40","0","0","0","0","0","0","0","0","0","0","0"
"1997","1","MOBILEOTHER","0","0","1","22","22","22","0","0","26","26","2","0","0","0","0","0","0","0","0","0","0"
"1996","1","MOBILEOTHER","0","0","1","22","22","11","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0"
"1995","1","MOBILEOTHER","0","0","1","22","22","5","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0"
"2001","1","MOBILEOTHER","0","0","1","22","22","28","0","0","42","10","0","0","0","0","0","0","0","0","0","0","0"
"2000","1","MOBILEOTHER","0","0","1","22","22","38","0","0","9","62","0","0","0","0","0","0","0","0","0","0","0"
"2008","1","MOBILEOTHER","0","0","1","22","22","37","0","3","57","7","0","0","0","0","0","0","0","0","0","0","0"
"2009","1","MOBILEOTHER","0","0","1","22","22","40","0","0","17","59","0","0","0","0","0","0","0","0","0","0","0"
"2014","1","FIXEDOTHER","0","0","1","22","22","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","1","FIXEDOTHER","0","0","1","22","22","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"2014","2","MOBILEGOFM","0","0","1","23","23","59","0","0","154","26","0","1","0","0","0","0","0","0","0","0","0"
"2016","2","MOBILEGOFM","0","0","1","23","23","45","0","0","6","21","6","0","0","0","0","0","0","0","0","0","0"
"2015","2","MOBILEGOFM","0","0","1","23","23","48","0","0","19","29","2","0","0","0","0","0","0","0","0","0","0"
"2012","2","MOBILEGOFM","0","0","1","23","23","41","0","0","5","92","9","0","0","0","0","0","0","0","0","0","0"
"2013","2","MOBILEGOFM","0","0","1","23","23","36","0","0","5","18","70","3","0","0","0","0","0","0","0","0","0"
"2010","2","MOBILEGOFM","0","0","1","23","23","44","0","0","28","27","1","0","0","0","0","0","0","0","0","0","0"
"2011","2","MOBILEGOFM","0","0","1","23","23","55","0","0","28","74","3","0","0","0","0","0","0","0","0","0","0"
"1966","2","MOBILEGOFM","0","0","1","23","23","19","0","0","58","0","0","0","0","0","0","0","0","0","0","0","0"
"1977","2","MOBILEGOFM","0","0","1","23","23","31","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0"
"1976","2","MOBILEGOFM","0","0","1","23","23","55","0","0","51","0","1","0","0","0","0","0","0","0","0","0","0"
"1982","2","MOBILEGOFM","0","0","1","23","23","90","0","1","43","0","0","0","0","0","0","0","0","0","0","0","0"
"1981","2","MOBILEGOFM","0","0","1","23","23","48","0","0","12","1","0","0","0","0","0","0","0","0","0","0","0"
"1993","2","MOBILEGOFM","0","0","1","23","23","82","0","0","155","28","1","0","0","0","0","0","0","0","0","0","0"
"1974","2","MOBILEGOFM","0","0","1","23","23","61","0","23","165","21","0","0","0","0","0","0","0","0","0","0","0"
"2006","2","MOBILEGOFM","0","0","1","23","23","65","0","0","53","64","1","0","0","0","0","0","0","0","0","0","0"
"1992","2","MOBILEGOFM","0","0","1","23","23","89","0","0","164","30","0","0","0","0","0","0","0","0","0","0","0"
"1964","2","MOBILEGOFM","0","0","1","23","23","16","0","1","7","6","0","0","0","0","0","0","0","0","0","0","0"
"1983","2","MOBILEGOFM","0","0","1","23","23","118","0","28","55","0","0","0","0","0","0","0","0","0","0","0","0"
"1984","2","MOBILEGOFM","0","0","1","23","23","112","0","2","124","1","0","0","0","0","0","0","0","0","0","0","0"
"1969","2","MOBILEGOFM","0","0","1","23","23","18","0","0","48","4","0","0","0","0","0","0","0","0","0","0","0"
"1970","2","MOBILEGOFM","0","0","1","23","23","26","0","70","186","207","18","0","0","0","0","0","0","0","0","0","0"
"1985","2","MOBILEGOFM","0","0","1","23","23","67","0","4","47","0","0","0","0","0","0","0","0","0","0","0","0"
"1988","2","MOBILEGOFM","0","0","1","23","23","45","0","2","55","0","0","0","0","0","0","0","0","0","0","0","0"
"1986","2","MOBILEGOFM","0","0","1","23","23","39","0","0","107","0","0","0","0","0","0","0","0","0","0","0","0"
"1975","2","MOBILEGOFM","0","0","1","23","23","59","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0"
"1965","2","MOBILEGOFM","0","0","1","23","23","10","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0"
"1991","2","MOBILEGOFM","0","0","1","23","23","59","0","0","97","12","0","0","0","0","0","0","0","0","0","0","0"
"1990","2","MOBILEGOFM","0","0","1","23","23","66","0","0","146","2","0","0","0","0","0","0","0","0","0","0","0"
"1989","2","MOBILEGOFM","0","0","1","23","23","53","0","7","64","0","0","0","0","0","0","0","0","0","0","0","0"
"1967","2","MOBILEGOFM","0","0","1","23","23","22","0","0","21","7","0","0","0","0","0","0","0","0","0","0","0"
"1987","2","MOBILEGOFM","0","0","1","23","23","46","0","3","122","5","0","0","0","0","0","0","0","0","0","0","0"
"1971","2","MOBILEGOFM","0","0","1","23","23","17","0","2","19","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","2","MOBILEGOFM","0","0","1","23","23","53","0","91","19","7","0","0","0","0","0","0","0","0","0","0","0"
"1968","2","MOBILEGOFM","0","0","1","23","23","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1979","2","MOBILEGOFM","0","0","1","23","23","55","0","1","40","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","2","MOBILEGOFM","0","0","1","23","23","138","0","0","122","7","0","0","0","0","0","0","0","0","0","0","0"
"1973","2","MOBILEGOFM","0","0","1","23","23","41","0","76","263","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","2","MOBILEGOFM","0","0","1","23","23","69","0","1","86","12","0","0","0","0","0","0","0","0","0","0","0"
"1978","2","MOBILEGOFM","0","0","1","23","23","197","0","11","126","0","0","0","0","0","0","0","0","0","0","0","0"
"2005","2","MOBILEGOFM","0","0","1","23","23","83","0","0","66","64","0","0","0","0","0","0","0","0","0","0","0"
"2007","2","MOBILEGOFM","0","0","1","23","23","57","0","0","58","27","0","0","0","0","0","0","0","0","0","0","0"
"2004","2","MOBILEGOFM","0","0","1","23","23","59","0","0","111","9","0","0","0","0","0","0","0","0","0","0","0"
"1999","2","MOBILEGOFM","0","0","1","23","23","135","0","0","136","69","7","0","0","0","0","0","0","0","0","0","0"
"1998","2","MOBILEGOFM","0","0","1","23","23","72","0","0","34","92","2","1","0","0","0","0","0","0","0","0","0"
"1994","2","MOBILEGOFM","0","0","1","23","23","40","0","0","36","38","4","0","0","0","0","0","0","0","0","0","0"
"2002","2","MOBILEGOFM","0","0","1","23","23","102","0","0","107","70","2","0","0","0","0","0","0","0","0","0","0"
"1997","2","MOBILEGOFM","0","0","1","23","23","138","0","0","155","53","0","0","0","0","0","0","0","0","0","0","0"
"1996","2","MOBILEGOFM","0","0","1","23","23","86","0","0","50","22","0","0","0","0","0","0","0","0","0","0","0"
"1995","2","MOBILEGOFM","0","0","1","23","23","95","0","0","58","21","0","0","0","0","0","0","0","0","0","0","0"
"2001","2","MOBILEGOFM","0","0","1","23","23","72","0","0","111","4","0","0","0","0","0","0","0","0","0","0","0"
"2000","2","MOBILEGOFM","0","0","1","23","23","103","0","1","74","18","1","0","0","0","0","0","0","0","0","0","0"
"2008","2","MOBILEGOFM","0","0","1","23","23","52","0","1","156","13","1","0","0","0","0","0","0","0","0","0","0"
"2009","2","MOBILEGOFM","0","0","1","23","23","45","0","0","50","24","0","0","0","0","0","0","0","0","0","0","0"
"2014","1","MOBILEGOFM","0","0","1","23","23","11","0","0","36","4","0","0","0","0","0","0","0","0","0","0","0"
"2016","1","MOBILEGOFM","0","0","1","23","23","7","0","0","0","10","2","1","0","0","0","0","0","0","0","0","0"
"2015","1","MOBILEGOFM","0","0","1","23","23","13","0","0","7","22","2","0","0","0","0","0","0","0","0","0","0"
"2012","1","MOBILEGOFM","0","0","1","23","23","7","0","0","1","19","6","1","0","0","0","0","0","0","0","0","0"
"2013","1","MOBILEGOFM","0","0","1","23","23","7","0","0","0","1","14","0","0","0","0","0","0","0","0","0","0"
"2010","1","MOBILEGOFM","0","0","1","23","23","7","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0"
"2011","1","MOBILEGOFM","0","0","1","23","23","9","0","0","1","16","3","0","0","0","0","0","0","0","0","0","0"
"1966","1","MOBILEGOFM","0","0","1","23","23","10","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1977","1","MOBILEGOFM","0","0","1","23","23","50","0","0","46","34","0","0","0","0","0","0","0","0","0","0","0"
"1976","1","MOBILEGOFM","0","0","1","23","23","69","0","0","100","8","0","0","0","0","0","0","0","0","0","0","0"
"1982","1","MOBILEGOFM","0","0","1","23","23","11","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0"
"1981","1","MOBILEGOFM","0","0","1","23","23","50","0","0","2","30","1","0","0","0","0","0","0","0","0","0","0"
"1993","1","MOBILEGOFM","0","0","1","23","23","41","0","0","27","24","2","0","0","0","0","0","0","0","0","0","0"
"1974","1","MOBILEGOFM","0","0","1","23","23","37","0","0","21","29","0","0","0","0","0","0","0","0","0","0","0"
"2006","1","MOBILEGOFM","0","0","1","23","23","44","0","0","6","84","3","0","0","0","0","0","0","0","0","0","0"
"1992","1","MOBILEGOFM","0","0","1","23","23","37","0","0","5","69","11","0","0","0","0","0","0","0","0","0","0"
"1983","1","MOBILEGOFM","0","0","1","23","23","16","0","0","22","6","0","0","0","0","0","0","0","0","0","0","0"
"1984","1","MOBILEGOFM","0","0","1","23","23","49","0","0","82","12","0","0","0","0","0","0","0","0","0","0","0"
"1969","1","MOBILEGOFM","0","0","1","23","23","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1985","1","MOBILEGOFM","0","0","1","23","23","20","0","0","20","2","0","0","0","0","0","0","0","0","0","0","0"
"1988","1","MOBILEGOFM","0","0","1","23","23","30","0","0","17","43","2","0","0","0","0","0","0","0","0","0","0"
"1986","1","MOBILEGOFM","0","0","1","23","23","17","0","0","24","7","0","0","0","0","0","0","0","0","0","0","0"
"1975","1","MOBILEGOFM","0","0","1","23","23","20","0","0","26","6","0","0","0","0","0","0","0","0","0","0","0"
"1991","1","MOBILEGOFM","0","0","1","23","23","39","0","0","9","23","1","0","0","0","0","0","0","0","0","0","0"
"1990","1","MOBILEGOFM","0","0","1","23","23","41","0","0","14","18","0","0","0","0","0","0","0","0","0","0","0"
"1989","1","MOBILEGOFM","0","0","1","23","23","15","0","0","6","11","0","0","0","0","0","0","0","0","0","0","0"
"1967","1","MOBILEGOFM","0","0","1","23","23","25","0","0","0","20","1","0","0","0","0","0","0","0","0","0","0"
"1987","1","MOBILEGOFM","0","0","1","23","23","33","0","0","26","82","0","0","0","0","0","0","0","0","0","0","0"
"1971","1","MOBILEGOFM","0","0","1","23","23","6","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","1","MOBILEGOFM","0","0","1","23","23","18","0","0","8","4","0","0","0","0","0","0","0","0","0","0","0"
"1968","1","MOBILEGOFM","0","0","1","23","23","5","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0"
"1979","1","MOBILEGOFM","0","0","1","23","23","63","0","0","44","13","0","0","0","0","0","0","0","0","0","0","0"
"1980","1","MOBILEGOFM","0","0","1","23","23","128","0","0","18","303","0","0","0","0","0","0","0","0","0","0","0"
"2003","1","MOBILEGOFM","0","0","1","23","23","24","0","0","17","13","2","0","0","0","0","0","0","0","0","0","0"
"1978","1","MOBILEGOFM","0","0","1","23","23","68","0","0","37","10","0","0","0","0","0","0","0","0","0","0","0"
"2005","1","MOBILEGOFM","0","0","1","23","23","30","0","0","4","52","1","0","0","0","0","0","0","0","0","0","0"
"2007","1","MOBILEGOFM","0","0","1","23","23","34","0","0","11","32","4","0","0","0","0","0","0","0","0","0","0"
"2004","1","MOBILEGOFM","0","0","1","23","23","33","0","0","41","18","1","0","0","0","0","0","0","0","0","0","0"
"1999","1","MOBILEGOFM","0","0","1","23","23","43","0","0","6","47","12","0","0","0","0","0","0","0","0","0","0"
"1998","1","MOBILEGOFM","0","0","1","23","23","25","0","0","1","41","5","0","0","0","0","0","0","0","0","0","0"
"1994","1","MOBILEGOFM","0","0","1","23","23","27","0","0","2","18","0","0","0","0","0","0","0","0","0","0","0"
"2002","1","MOBILEGOFM","0","0","1","23","23","55","0","0","12","87","7","0","0","0","0","0","0","0","0","0","0"
"1997","1","MOBILEGOFM","0","0","1","23","23","33","0","0","11","54","2","0","0","0","0","0","0","0","0","0","0"
"1996","1","MOBILEGOFM","0","0","1","23","23","31","0","0","5","15","0","0","0","0","0","0","0","0","0","0","0"
"1995","1","MOBILEGOFM","0","0","1","23","23","23","0","0","2","12","7","0","0","0","0","0","0","0","0","0","0"
"2001","1","MOBILEGOFM","0","0","1","23","23","56","0","0","46","15","0","0","0","0","0","0","0","0","0","0","0"
"2000","1","MOBILEGOFM","0","0","1","23","23","37","0","0","9","33","1","0","0","0","0","0","0","0","0","0","0"
"2008","1","MOBILEGOFM","0","0","1","23","23","20","0","0","31","6","0","0","0","0","0","0","0","0","0","0","0"
"2009","1","MOBILEGOFM","0","0","1","23","23","23","0","0","12","21","4","0","1","0","0","0","0","0","0","0","0"
"2015","2","FIXEDGOFM","0","0","1","23","23","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"1966","2","FIXEDGOFM","0","0","1","23","23","160","0","0","51","4","0","0","0","0","0","0","0","0","0","0","0"
"1977","2","FIXEDGOFM","0","0","1","23","23","196","0","1","86","3","0","0","0","0","0","0","0","0","0","0","0"
"1976","2","FIXEDGOFM","0","0","1","23","23","173","0","8","199","1","0","0","0","0","0","0","0","0","0","0","0"
"1982","2","FIXEDGOFM","0","0","1","23","23","121","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0"
"1981","2","FIXEDGOFM","0","0","1","23","23","306","0","3","25","2","0","0","0","0","0","0","0","0","0","0","0"
"1974","2","FIXEDGOFM","0","0","1","23","23","127","0","6","61","6","0","0","0","0","0","0","0","0","0","0","0"
"1964","2","FIXEDGOFM","0","0","1","23","23","255","0","3","80","122","4","0","0","0","0","0","0","0","0","0","0"
"1983","2","FIXEDGOFM","0","0","1","23","23","43","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1969","2","FIXEDGOFM","0","0","1","23","23","213","0","0","154","2","0","0","0","0","0","0","0","0","0","0","0"
"1970","2","FIXEDGOFM","0","0","1","23","23","72","0","2","36","4","0","0","0","0","0","0","0","0","0","0","0"
"1986","2","FIXEDGOFM","0","0","1","23","23","12","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0"
"1975","2","FIXEDGOFM","0","0","1","23","23","122","0","3","83","0","0","0","0","0","0","0","0","0","0","0","0"
"1965","2","FIXEDGOFM","0","0","1","23","23","243","0","0","15","4","0","0","0","0","0","0","0","0","0","0","0"
"1967","2","FIXEDGOFM","0","0","1","23","23","206","0","0","128","38","0","0","0","0","0","0","0","0","0","0","0"
"1987","2","FIXEDGOFM","0","0","1","23","23","17","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0"
"1971","2","FIXEDGOFM","0","0","1","23","23","83","0","0","281","10","0","0","0","0","0","0","0","0","0","0","0"
"1972","2","FIXEDGOFM","0","0","1","23","23","93","0","3","18","74","0","0","0","0","0","0","0","0","0","0","0"
"1968","2","FIXEDGOFM","0","0","1","23","23","209","0","0","35","1","1","0","0","0","0","0","0","0","0","0","0"
"1979","2","FIXEDGOFM","0","0","1","23","23","493","0","0","91","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","2","FIXEDGOFM","0","0","1","23","23","175","0","1","138","4","0","0","0","0","0","0","0","0","0","0","0"
"1973","2","FIXEDGOFM","0","0","1","23","23","95","0","1","65","1","0","0","0","0","0","0","0","0","0","0","0"
"1978","2","FIXEDGOFM","0","0","1","23","23","217","0","4","54","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","2","FIXEDGOFM","0","0","1","23","23","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","2","FIXEDGOFM","0","0","1","23","23","4","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0"
"2001","2","FIXEDGOFM","0","0","1","23","23","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1966","1","FIXEDGOFM","0","0","1","23","23","61","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0"
"1977","1","FIXEDGOFM","0","0","1","23","23","52","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0"
"1976","1","FIXEDGOFM","0","0","1","23","23","65","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0"
"1974","1","FIXEDGOFM","0","0","1","23","23","17","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0"
"1964","1","FIXEDGOFM","0","0","1","23","23","74","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"1969","1","FIXEDGOFM","0","0","1","23","23","87","0","0","11","8","0","0","0","0","0","0","0","0","0","0","0"
"1970","1","FIXEDGOFM","0","0","1","23","23","45","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1975","1","FIXEDGOFM","0","0","1","23","23","32","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0"
"1965","1","FIXEDGOFM","0","0","1","23","23","110","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0"
"1967","1","FIXEDGOFM","0","0","1","23","23","35","0","0","1","18","0","0","0","0","0","0","0","0","0","0","0"
"1971","1","FIXEDGOFM","0","0","1","23","23","20","0","0","141","2","0","0","0","0","0","0","0","0","0","0","0"
"1972","1","FIXEDGOFM","0","0","1","23","23","27","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1968","1","FIXEDGOFM","0","0","1","23","23","99","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1979","1","FIXEDGOFM","0","0","1","23","23","66","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0"
"1998","1","FIXEDGOFM","0","0","1","23","23","6","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0"
"2014","2","MOBILEOTHER","0","0","1","23","23","27","0","0","85","12","1","1","0","0","0","0","0","0","0","0","0"
"2016","2","MOBILEOTHER","0","0","1","23","23","11","0","1","10","9","1","0","0","0","0","0","0","0","0","0","0"
"2015","2","MOBILEOTHER","0","0","1","23","23","19","0","0","15","29","0","0","0","0","0","0","0","0","0","0","0"
"2012","2","MOBILEOTHER","0","0","1","23","23","23","0","0","0","84","12","0","0","0","0","0","0","0","0","0","0"
"2013","2","MOBILEOTHER","0","0","1","23","23","31","0","1","6","13","69","5","0","0","0","0","0","0","0","0","0"
"2010","2","MOBILEOTHER","0","0","1","23","23","24","0","0","39","9","1","0","0","0","0","0","0","0","0","0","0"
"2011","2","MOBILEOTHER","0","0","1","23","23","17","0","0","14","16","0","0","0","0","0","0","0","0","0","0","0"
"1977","2","MOBILEOTHER","0","0","1","23","23","4","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0"
"1976","2","MOBILEOTHER","0","0","1","23","23","13","0","0","181","0","0","0","0","0","0","0","0","0","0","0","0"
"1974","2","MOBILEOTHER","0","0","1","23","23","21","0","18","162","69","0","0","0","0","0","0","0","0","0","0","0"
"2006","2","MOBILEOTHER","0","0","1","23","23","35","0","0","33","37","1","0","0","0","0","0","0","0","0","0","0"
"1970","2","MOBILEOTHER","0","0","1","23","23","5","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0"
"1988","2","MOBILEOTHER","0","0","1","23","23","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1975","2","MOBILEOTHER","0","0","1","23","23","17","0","3","86","1","0","0","0","0","0","0","0","0","0","0","0"
"1967","2","MOBILEOTHER","0","0","1","23","23","7","0","0","2","2","2","0","0","0","0","0","0","0","0","0","0"
"1971","2","MOBILEOTHER","0","0","1","23","23","36","0","0","728","436","18","0","0","0","0","0","0","0","0","0","0"
"1972","2","MOBILEOTHER","0","0","1","23","23","16","0","131","43","4","0","0","0","0","0","0","0","0","0","0","0"
"1973","2","MOBILEOTHER","0","0","1","23","23","14","0","72","798","48","0","0","0","0","0","0","0","0","0","0","0"
"2003","2","MOBILEOTHER","0","0","1","23","23","28","0","3","25","5","1","0","0","0","0","0","0","0","0","0","0"
"2005","2","MOBILEOTHER","0","0","1","23","23","31","0","0","28","25","0","0","0","0","0","0","0","0","0","0","0"
"2007","2","MOBILEOTHER","0","0","1","23","23","9","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","2","MOBILEOTHER","0","0","1","23","23","12","0","0","19","1","0","0","0","0","0","0","0","0","0","0","0"
"1999","2","MOBILEOTHER","0","0","1","23","23","5","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0"
"1998","2","MOBILEOTHER","0","0","1","23","23","32","0","0","6","77","2","1","0","0","0","0","0","0","0","0","0"
"2002","2","MOBILEOTHER","0","0","1","23","23","20","0","0","7","32","2","0","0","0","0","0","0","0","0","0","0"
"1997","2","MOBILEOTHER","0","0","1","23","23","20","0","0","37","11","0","0","0","0","0","0","0","0","0","0","0"
"1996","2","MOBILEOTHER","0","0","1","23","23","9","0","0","8","2","0","0","0","0","0","0","0","0","0","0","0"
"1995","2","MOBILEOTHER","0","0","1","23","23","1","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0"
"2001","2","MOBILEOTHER","0","0","1","23","23","58","0","0","130","5","0","0","0","0","0","0","0","0","0","0","0"
"2000","2","MOBILEOTHER","0","0","1","23","23","17","0","1","8","6","0","0","0","0","0","0","0","0","0","0","0"
"2008","2","MOBILEOTHER","0","0","1","23","23","16","0","0","52","6","0","0","0","0","0","0","0","0","0","0","0"
"2009","2","MOBILEOTHER","0","0","1","23","23","15","0","0","7","12","1","0","0","0","0","0","0","0","0","0","0"
"2014","1","MOBILEOTHER","0","0","1","23","23","45","0","0","41","39","10","25","5","0","0","0","0","0","0","0","0"
"2016","1","MOBILEOTHER","0","0","1","23","23","30","0","0","1","32","12","1","0","0","0","0","0","0","0","0","0"
"2015","1","MOBILEOTHER","0","0","1","23","23","39","0","0","2","124","9","2","0","0","0","0","0","0","0","0","0"
"2012","1","MOBILEOTHER","0","0","1","23","23","49","0","0","1","105","47","0","0","0","0","0","0","0","0","0","0"
"2013","1","MOBILEOTHER","0","0","1","23","23","58","0","0","1","20","190","22","0","0","0","0","0","0","0","0","0"
"2010","1","MOBILEOTHER","0","0","1","23","23","44","0","0","14","67","18","0","0","0","0","0","0","0","0","0","0"
"2011","1","MOBILEOTHER","0","0","1","23","23","38","0","0","0","25","3","1","0","0","0","0","0","0","0","0","0"
"1977","1","MOBILEOTHER","0","0","1","23","23","21","0","0","41","167","0","0","0","0","0","0","0","0","0","0","0"
"1976","1","MOBILEOTHER","0","0","1","23","23","13","0","0","276","119","0","0","0","0","0","0","0","0","0","0","0"
"1982","1","MOBILEOTHER","0","0","1","23","23","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1981","1","MOBILEOTHER","0","0","1","23","23","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"1993","1","MOBILEOTHER","0","0","1","23","23","2","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0"
"1974","1","MOBILEOTHER","0","0","1","23","23","27","0","0","311","503","0","0","0","0","0","0","0","0","0","0","0"
"2006","1","MOBILEOTHER","0","0","1","23","23","67","0","0","0","109","20","0","0","0","0","0","0","0","0","0","0"
